
			Percentage								CPU usage										Memory usage									 Disk usage								 Network usage						 DateTime
	cpu %	memory %	disc %			 user			 sytem		  idle				   used			available			free			  used				free				byte sent		 byte received  
	 14.3	  64.1		 5.5			14462.39		4862.31		204521.89			9104855040		6164684800		93622272			22722297856		394076491776			240681984			670698496		2021-02-12 14:10:13.039410 
	 6.5	  64.1		 5.5			14462.94		4862.55		204533.25			9102553088		6167523328		96460800			22722297856		394076491776			240700416			670714880		2021-02-12 14:10:14.050807 
	 6.6	  63.6		 5.5			14463.49		4862.81		204544.59			9018654720		6250606592		179589120			22722297856		394076491776			240716800			670729216		2021-02-12 14:10:15.063893 
	 6.1	  63.5		 5.5			14463.98		4863.06		204555.95			8990998528		6279184384		208166912			22722297856		394076491776			240734208			670743552		2021-02-12 14:10:16.073563 
	 11.0	  63.7		 5.5			14465.05		4863.34		204566.77			9027223552		6243237888		174637056			22722297856		394076491776			240755712			670758912		2021-02-12 14:10:17.085139 
	 11.7	  63.8		 5.5			14466.15		4863.65		204577.46			9048834048		6221787136		155701248			22722297856		394076491776			240773120			670774272		2021-02-12 14:10:18.093714 
	 8.3	  63.6		 5.5			14466.85		4863.96		204588.57			9020362752		6248955904		182521856			22722297856		394076483584			240788480			670788608		2021-02-12 14:10:19.102649 
	 9.8	  63.9		 5.5			14467.65		4864.35		204599.5			9073434624		6195539968		126312448			22722297856		394076483584			240804864			670802944		2021-02-12 14:10:20.112890 
	 8.2	  63.9		 5.5			14468.34		4864.66		204610.63			9072144384		6197911552		127492096			22722297856		394076483584			240823296			670818304		2021-02-12 14:10:21.126156 
	 15.2	  63.9		 5.5			14469.86		4864.99		204620.92			9062096896		6207356928		124641280			22722297856		394076483584			240839680			670833664		2021-02-12 14:10:22.136877 
	 7.9	  63.7		 5.5			14470.56		4865.25		204632.07			9035284480		6235127808		127852544			22722297856		394076483584			240857088			670848000		2021-02-12 14:10:23.145809 
	 6.3	  63.4		 5.5			14471.08		4865.49		204643.44			8979275776		6291218432		183943168			22722297856		394076483584			240874496			670863360		2021-02-12 14:10:24.157858 
	 6.2	  63.2		 5.5			14471.59		4865.74		204654.86			8950411264		6319845376		211808256			22722297856		394076483584			240890880			670877696		2021-02-12 14:10:25.170631 
	 8.1	  63.4		 5.5			14472.32		4865.99		204666.0			8978141184		6292004864		183508992			22722297856		394076483584			240908288			670893056		2021-02-12 14:10:26.180590 
	 7.3	  63.7		 5.5			14472.93		4866.26		204677.23			9034649600		6235561984		127442944			22722297856		394076483584			240924672			670907392		2021-02-12 14:10:27.192203 
	 10.5	  63.7		 5.5			14473.96		4866.51		204688.15			9034993664		6234591232		126758912			22722297856		394076483584			240942080			670921728		2021-02-12 14:10:28.203692 
	 5.7	  63.7		 5.5			14474.46		4866.7		204699.53			9032691712		6236913664		129024000			22722297856		394076483584			240957440			670935040		2021-02-12 14:10:29.213532 
	 10.7	  63.7		 5.5			14475.53		4866.93		204710.31			9033809920		6235787264		129056768			22722297856		394076483584			240974848			670951424		2021-02-12 14:10:30.221478 
	 6.3	  63.7		 5.5			14476.09		4867.15		204721.67			9034219520		6235414528		128708608			22722297856		394076483584			240991232			670965760		2021-02-12 14:10:31.231588 
	 10.8	  63.7		 5.5			14477.23		4867.32		204732.47			9033797632		6234857472		128004096			22722297856		394076483584			241008640			670980096		2021-02-12 14:10:32.242890 
	 6.4	  63.7		 5.5			14477.77		4867.56		204743.86			9034108928		6235660288		129163264			22722297856		394076483584			241025024			670995456		2021-02-12 14:10:33.255325 
	 13.3	  63.7		 5.5			14479.12		4867.82		204754.4			9036668928		6232182784		127569920			22722297856		394076483584			241043456			671010816		2021-02-12 14:10:34.267571 
	 10.9	  63.7		 5.5			14480.21		4868.05		204765.23			9035112448		6234894336		129572864			22722297856		394076483584			241059840			671025152		2021-02-12 14:10:35.279897 
	 7.8	  63.7		 5.5			14480.91		4868.29		204776.41			9034784768		6234423296		129204224			22722297856		394076483584			241076224			671038464		2021-02-12 14:10:36.291055 
	 12.0	  63.8		 5.5			14482.13		4868.53		204787.08			9043382272		6226145280		118067200			22722297856		394076483584			241093632			671054848		2021-02-12 14:10:37.303209 
	 11.9	  63.7		 5.5			14483.29		4868.82		204797.8			9035206656		6234087424		128020480			22722297856		394076483584			241110016			671069184		2021-02-12 14:10:38.313921 
	 11.2	  63.9		 5.5			14484.41		4869.05		204808.54			9063170048		6206582784		100372480			22722297856		394076483584			241127424			671083520		2021-02-12 14:10:39.325903 
	 15.2	  64.1		 5.5			14485.89		4869.42		204818.85			9094660096		6175772672		42074112			22722297856		394076471296			241152000			671101952		2021-02-12 14:10:40.335960 
	 10.5	  63.9		 5.5			14486.8		    4869.82		204829.97			9070080000		6199853056		61730816			22722297856		394076401664			241187840			671128576		2021-02-12 14:10:41.372085
	 8.4	  63.6		 5.5			14487.51		4870.14		204841.06			9017753600		6252769280		110673920			22722297856		394076401664			241215488			671147008		2021-02-12 14:10:42.383250 
	 8.1	  63.6		 5.5			14488.17		4870.47		204852.25			9017561088		6251675648		109641728			22722297856		394076393472			241236992			671165440		2021-02-12 14:10:43.395353 
	 7.2	  63.5		 5.5			14488.75		4870.76		204863.49			8990072832		6279204864		137224192			22722297856		394076393472			241253376			671179776		2021-02-12 14:10:44.405568 
	 7.2	  63.5		 5.5			14489.35		4871.03		204874.73			8990056448		6279172096		137256960			22722297856		394076393472			241270784			671194112		2021-02-12 14:10:45.416891 
	 9.0	  63.6		 5.5			14490.09		4871.38		204885.78			9018064896		6251323392		109494272			22722297856		394076393472			241287168			671209472		2021-02-12 14:10:46.424852 
	 9.3	  63.8		 5.5			14490.91		4871.69		204896.74			9047064576		6221930496		81272832			22722297856		394076381184			241304576			671224832		2021-02-12 14:10:47.436571 
	 9.3	  63.9		 5.5			14491.7		    4872.03		204907.75			9075200000		6193963008		53383168			22722297856		394076356608			241326080			671240192		2021-02-12 14:10:48.446183
	 10.8	  63.8		 5.5			14492.62		4872.44		204918.61			9046519808		6223380480		82853888			22722297856		394086899712			241343488			671254528		2021-02-12 14:10:49.458839 
	 9.7	  63.9		 5.5			14493.44		4872.79		204929.55			9074638848		6194962432		54280192			22722297856		394086682624			241359872			671268864		2021-02-12 14:10:50.470337
			Percentage
